station_code,sensor_type,name_thai,name_english,district,lat,lon,confidence,basis
FL.WTN.03,flood,ถ.สุขุมวิท 71 ช่วงซอยปรีดีพนมยงค์ 20,,Watthana,13.73267,100.57733,High,"District identified from rain-network station name 'สำนักงานเขตวัฒนา' sharing prefix WTN; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BBN.01,rain,สำนักงานเขตบางบอน,,Bang Bon,13.646,100.37,High,"Explicit ""สำนักงานเขตบางบอน"" (Bang Bon District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BBN.02,rain,จุดวัดคลองบางบอน ตอนคลองสะแกงาม,,Bang Bon,13.646,100.37,High,"District identified from rain-network station name 'สำนักงานเขตบางบอน' sharing prefix BBN; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BKA.01,rain,สำนักงานเขตบางเขน,,Bang Khen,13.867,100.628,High,"Explicit ""สำนักงานเขตบางเขน"" (Bang Khen District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BKA.02,rain,จุดวัดคลองบางบัว,,Bang Khen,13.867,100.628,High,"District identified from rain-network station name 'สำนักงานเขตบางเขน' sharing prefix BKA; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BKE.01,rain,สำนักงานเขตบางแค,,Bang Khae,13.7105,100.3975,High,"Explicit ""สำนักงานเขตบางแค"" (Bang Khae District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BKE.02,rain,จุดวัดคลองราชมนตรี ตอนคลองภาษีเจริญ,,Bang Khae,13.7105,100.3975,High,"District identified from rain-network station name 'สำนักงานเขตบางแค' sharing prefix BKE; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BKE.03,rain,สถานีสูบน้ำคลองบางจาก,,Bang Khae,13.7105,100.3975,High,"District identified from rain-network station name 'สำนักงานเขตบางแค' sharing prefix BKE; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BKE.04,rain,บ่อสูบน้ำหมู่บ้านเศรษฐกิจ ซอย 26,,Bang Khae,13.7105,100.3975,High,"District identified from rain-network station name 'สำนักงานเขตบางแค' sharing prefix BKE; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BKL.01,rain,สำนักงานเขตบางคอแหลม,,Bang Kho Laem,13.69867,100.506,High,"Explicit ""สำนักงานเขตบางคอแหลม"" (Bang Kho Laem District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BKL.02,rain,สถานีสูบน้ำ คลองวัดไทร,,Bang Kho Laem,13.69867,100.506,High,"District identified from rain-network station name 'สำนักงานเขตบางคอแหลม' sharing prefix BKL; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BKM.01,rain,สำนักงานเขตบึงกุ่ม,,Bueng Kum,13.808,100.65,High,"Explicit ""สำนักงานเขตบึงกุ่ม"" (Bueng Kum District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BKN.01,rain,สำนักงานเขตบางกอกน้อย,,Bangkok Noi,13.7634,100.4728,High,"Explicit ""สำนักงานเขตบางกอกน้อย"" (Bangkok Noi District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BKN.02,rain,สถานีสูบน้ำ คลองมอญ,,Bangkok Noi,13.7634,100.4728,High,"District identified from rain-network station name 'สำนักงานเขตบางกอกน้อย' sharing prefix BKN; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BKP.02,rain,จุดวัดคลองแสนแสบ ตอนสำนักงานเขตบางกะปิ,,Bang Kapi,13.771,100.6475,High,"Explicit ""สำนักงานเขตบางกะปิ"" (Bang Kapi District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BKT.01,rain,สำนักงานเขตบางขุนเทียน,,Bang Khun Thian,13.58,100.4145,High,"Explicit ""สำนักงานเขตบางขุนเทียน"" (Bang Khun Thian District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BKT.02,rain,สถานีสูบน้ำ คลองเลนเปน,,Bang Khun Thian,13.58,100.4145,High,"District identified from rain-network station name 'สำนักงานเขตบางขุนเทียน' sharing prefix BKT; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BKT.03,rain,สถานีสูบน้ำ คลองระหาญ,,Bang Khun Thian,13.58,100.4145,High,"District identified from rain-network station name 'สำนักงานเขตบางขุนเทียน' sharing prefix BKT; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BKT.04,rain,สถานีสูบน้ำ คลองพระยาราชมนตรี,,Bang Khun Thian,13.58,100.4145,High,"District identified from rain-network station name 'สำนักงานเขตบางขุนเทียน' sharing prefix BKT; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BKT.05,rain,สถานีสูบน้ำ คลองสนามชัย,,Bang Khun Thian,13.58,100.4145,High,"District identified from rain-network station name 'สำนักงานเขตบางขุนเทียน' sharing prefix BKT; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BKY.01,rain,สำนักงานเขตบางกอกใหญ่,,Bangkok Yai,13.738,100.4805,High,"Explicit ""สำนักงานเขตบางกอกใหญ่"" (Bangkok Yai District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BKY.02,rain,สถานีสูบน้ำ คลองบางกอกใหญ่,,Bangkok Yai,13.738,100.4805,High,"District identified from rain-network station name 'สำนักงานเขตบางกอกใหญ่' sharing prefix BKY; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BNA.01,rain,สำนักงานเขตบางนา,,Bang Na,13.672,100.616,High,"Explicit ""สำนักงานเขตบางนา"" (Bang Na District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BNA.02,rain,สถานีสูบน้ำ บางนา,,Bang Na,13.672,100.616,High,"District identified from rain-network station name 'สำนักงานเขตบางนา' sharing prefix BNA; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BNA.03,rain,จุดวัดคลองบางนา ตอนถนนศรีนครินทร์,,Bang Na,13.672,100.616,High,"District identified from rain-network station name 'สำนักงานเขตบางนา' sharing prefix BNA; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BPD.01,rain,สำนักงานเขตบางพลัด,,Bang Phlat,13.787,100.49325,High,"Explicit ""สำนักงานเขตบางพลัด"" (Bang Phlat District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BRK.01,rain,สำนักงานเขตบางรัก,,Bang Rak,13.728,100.5232,High,"Explicit ""สำนักงานเขตบางรัก"" (Bang Rak District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BRK.02,rain,สถานีสูบน้ำ กรุงเกษม,,Bang Rak,13.728,100.5232,High,"District identified from rain-network station name 'สำนักงานเขตบางรัก' sharing prefix BRK; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BSU.01,rain,สำนักงานเขตบางซื่อ,,Bang Sue,13.82,100.529,High,"Explicit ""สำนักงานเขตบางซื่อ"" (Bang Sue District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BSU.02,rain,สถานีสูบน้ำ คลองบางเขนใหม่,,Bang Sue,13.82,100.529,High,"District identified from rain-network station name 'สำนักงานเขตบางซื่อ' sharing prefix BSU; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BSU.03,rain,สถานีสูบน้ำ คลองบางซื่อ,,Bang Sue,13.82,100.529,High,"District identified from rain-network station name 'สำนักงานเขตบางซื่อ' sharing prefix BSU; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.BSU.04,rain,บ่อสูบน้ำสะพานขวา ถนนประชาราษฎร์ สาย 2,,Bang Sue,13.82,100.529,High,"District identified from rain-network station name 'สำนักงานเขตบางซื่อ' sharing prefix BSU; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.CTC.01,rain,บ่อสูบน้ำศาลอาญา ถนนรัชดาภิเษก,,Chatuchak,13.826,100.565,Medium,"Station roads (Ratchadaphisek/Lat Phrao, Kamphaeng Phet 3, Kaset intersection, Sena Nikhom) are all in Chatuchak; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.CTC.02,rain,สถานีสูบน้ำ รัชดา-วิภาวดี,,Chatuchak,13.826,100.565,Medium,"Station roads (Ratchadaphisek/Lat Phrao, Kamphaeng Phet 3, Kaset intersection, Sena Nikhom) are all in Chatuchak; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.CTC.03,rain,จุดวัดถนนเทศบาลสงเคราะห์,,Chatuchak,13.826,100.565,Medium,"Station roads (Ratchadaphisek/Lat Phrao, Kamphaeng Phet 3, Kaset intersection, Sena Nikhom) are all in Chatuchak; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.DDG.02,rain,ศูนย์ควบคุมระบบป้องกันน้ำท่วมกรุงเทพมหานคร สำนักการระบายน้ำ,,Din Daeng,13.778,100.567,Medium,"Station roads (Din Daeng Rd, Pracha Songkhro, Ratchadaphisek) are in Din Daeng; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.DMG.01,rain,สำนักงานเขตดอนเมือง,,Don Mueang,13.925,100.593,High,"Explicit ""สำนักงานเขตดอนเมือง"" (Don Mueang District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.DST.01,rain,สำนักงานเขตดุสิต,,Dusit,13.7728,100.5154,High,"Explicit ""สำนักงานเขตดุสิต"" (Dusit District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.DST.02,rain,สถานีสูบน้ำ สามเสน,,Dusit,13.7728,100.5154,High,"District identified from rain-network station name 'สำนักงานเขตดุสิต' sharing prefix DST; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.HKG.01,rain,สำนักงานเขตห้วยขวาง,,Huai Khwang,13.77233,100.58067,High,"Explicit ""สำนักงานเขตห้วยขวาง"" (Huai Khwang District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.HKG.02,rain,สถานีสูบน้ำ สามเสน ตอนคลองแสนแสบ,,Huai Khwang,13.77233,100.58067,High,"District identified from rain-network station name 'สำนักงานเขตห้วยขวาง' sharing prefix HKG; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.JTG.01,rain,สำนักงานเขตจอมทอง,,Chom Thong,13.69025,100.4655,High,"Explicit ""สำนักงานเขตจอมทอง"" (Chom Thong District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.JTG.02,rain,จุดวัดคลองสนามชัย ตอนคลองบางขุนเทียน,,Chom Thong,13.69025,100.4655,High,"District identified from rain-network station name 'สำนักงานเขตจอมทอง' sharing prefix JTG; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.JTG.03,rain,สถานีสูบน้ำ คลองสี่บาท,,Chom Thong,13.69025,100.4655,High,"District identified from rain-network station name 'สำนักงานเขตจอมทอง' sharing prefix JTG; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.KNY.02,rain,จุดวัดคลองลำชะล่า ตอนถนนนวมินทร์,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
RF.KSN.01,rain,สำนักงานเขตคลองสาน,,Khlong San,13.7265,100.5025,High,"Explicit ""สำนักงานเขตคลองสาน"" (Khlong San District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.KSN.02,rain,สถานีสูบน้ำ คลองบางไส้ไก่,,Khlong San,13.7265,100.5025,High,"District identified from rain-network station name 'สำนักงานเขตคลองสาน' sharing prefix KSN; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.KSW.01,rain,สำนักงานเขตคลองสามวา,,Khlong Sam Wa,13.8678,100.7398,High,"Explicit ""สำนักงานเขตคลองสามวา"" (Khlong Sam Wa District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.KSW.02,rain,ประตูระบายน้ำ คลองสามวา,,Khlong Sam Wa,13.8678,100.7398,High,"District identified from rain-network station name 'สำนักงานเขตคลองสามวา' sharing prefix KSW; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.KSW.03,rain,จุดวัดคลองเก้า ตอนวัดศรีสุขสถาพร,,Khlong Sam Wa,13.8678,100.7398,High,"District identified from rain-network station name 'สำนักงานเขตคลองสามวา' sharing prefix KSW; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.KTY.01,rain,สำนักงานเขตคลองเตย,,Khlong Toei,13.71333,100.57867,High,"Explicit ""สำนักงานเขตคลองเตย"" (Khlong Toei District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.KTY.02,rain,สถานีสูบน้ำ พระราม 4,,Khlong Toei,13.71333,100.57867,High,"District identified from rain-network station name 'สำนักงานเขตคลองเตย' sharing prefix KTY; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.KTY.03,rain,สถานีสูบน้ำ พระโขนง,,Khlong Toei,13.71333,100.57867,High,"District identified from rain-network station name 'สำนักงานเขตคลองเตย' sharing prefix KTY; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.KTY.04,rain,สถานีสูบน้ำ คลองเตย,,Khlong Toei,13.71333,100.57867,High,"District identified from rain-network station name 'สำนักงานเขตคลองเตย' sharing prefix KTY; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.KTY.05,rain,สถานีวัดน้ำฝน อุทยานเบญจสิริ,,Khlong Toei,13.71333,100.57867,High,"District identified from rain-network station name 'สำนักงานเขตคลองเตย' sharing prefix KTY; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.LKB.02,rain,ประตูระบายน้ำ คลองประเวศบุรีรมย์ ตอนลาดกระบัง,,Lat Krabang,13.743,100.78917,Medium,district name 'ลาดกระบัง' appears in station name; Lat Krabang; coords = centroid (data.go.th); assigned after prefix-collision audit
RF.LKB.03,rain,จุดวัดคลองประเวศบุรีรมย์ ตอน รพ.ลาดกระบัง,,Lat Krabang,13.743,100.78917,Medium,district name 'ลาดกระบัง' appears in station name; Lat Krabang; coords = centroid (data.go.th); assigned after prefix-collision audit
RF.LKB.04,rain,จุดวัดคลองประเวศบุรีรมย์ ตอนถนนร่วมพัฒนา,,Prawet,13.69533,100.66967,Medium,district name 'ประเวศ' appears in station name; Prawet; coords = centroid (data.go.th); assigned after prefix-collision audit
RF.LPW.01,rain,สำนักงานเขตลาดพร้าว,,Lat Phrao,13.8255,100.606,High,"Explicit ""สำนักงานเขตลาดพร้าว"" (Lat Phrao District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.LSI.01,rain,สำนักงานเขตหลักสี่,,Lak Si,13.877,100.572,High,"Explicit ""สำนักงานเขตหลักสี่"" (Lak Si District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.LSI.02,rain,สถานีสูบน้ำ คลองตาอูฐ,,Lak Si,13.877,100.572,High,"District identified from rain-network station name 'สำนักงานเขตหลักสี่' sharing prefix LSI; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.LSI.03,rain,จุดวัดศูนย์ราชการ-ถนนแจ้งวัฒนะ,,Lak Si,13.877,100.572,High,"District identified from rain-network station name 'สำนักงานเขตหลักสี่' sharing prefix LSI; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.MBR.01,rain,สำนักงานเขตมีนบุรี,,Min Buri,13.808,100.7485,High,"Explicit ""สำนักงานเขตมีนบุรี"" (Min Buri District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.MBR.02,rain,ประตูระบายน้ำ คลองแสนแสบ ตอนถนนประชาร่วมใจ,,Min Buri,13.808,100.7485,High,"District identified from rain-network station name 'สำนักงานเขตมีนบุรี' sharing prefix MBR; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.MBR.03,rain,ประตูระบายน้ำ คลองบึงขวาง,,Min Buri,13.808,100.7485,High,"District identified from rain-network station name 'สำนักงานเขตมีนบุรี' sharing prefix MBR; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.MBR.05,rain,จุดวัดคลองบึงใหญ่ ตอนวัดทองสัมฤทธิ์,,Min Buri,13.808,100.7485,High,"District identified from rain-network station name 'สำนักงานเขตมีนบุรี' sharing prefix MBR; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.NJK.01,rain,สำนักงานเขตหนองจอก,,Nong Chok,13.85125,100.85612,High,"Explicit ""สำนักงานเขตหนองจอก"" (Nong Chok District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.NJK.02,rain,สถานีสูบน้ำ คลองแสนแสบ หนองจอก,,Nong Chok,13.85125,100.85612,High,"District identified from rain-network station name 'สำนักงานเขตหนองจอก' sharing prefix NJK; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.NJK.03,rain,จุดวัดคลองสิบสอง ตอนถนนประชาสำราญ,,Nong Chok,13.85125,100.85612,High,"District identified from rain-network station name 'สำนักงานเขตหนองจอก' sharing prefix NJK; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.NJK.04,rain,ประตูระบายน้ำ คลองสิบสาม,,Nong Chok,13.85125,100.85612,High,"District identified from rain-network station name 'สำนักงานเขตหนองจอก' sharing prefix NJK; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.NJK.05,rain,ประตูระบายน้ำ คลองหลวงแพ่ง,,Nong Chok,13.85125,100.85612,High,"District identified from rain-network station name 'สำนักงานเขตหนองจอก' sharing prefix NJK; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.NJK.06,rain,จุดวัดคลองลำผักชี ตอนโรงเรียนลำผักชี,,Nong Chok,13.85125,100.85612,High,"District identified from rain-network station name 'สำนักงานเขตหนองจอก' sharing prefix NJK; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.NJK.07,rain,จุดวัดคลองแสนแสบ ตอนวัดทรัพย์สโมสรนิกรเกษม,,Nong Chok,13.85125,100.85612,High,"District identified from rain-network station name 'สำนักงานเขตหนองจอก' sharing prefix NJK; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.NKM.01,rain,สำนักงานเขตหนองแขม,,Nong Khaem,13.697,100.3545,High,"Explicit ""สำนักงานเขตหนองแขม"" (Nong Khaem District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.NKM.02,rain,จุดวัดคลองทวีวัฒนา ตอนคลองภาษีเจริญ,,Nong Khaem,13.697,100.3545,High,"District identified from rain-network station name 'สำนักงานเขตหนองแขม' sharing prefix NKM; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.NKM.03,rain,จุดวัดคลองภาษีเจริญ ตอนคลองมหาศร,,Nong Khaem,13.697,100.3545,High,"District identified from rain-network station name 'สำนักงานเขตหนองแขม' sharing prefix NKM; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.PKN.01,rain,สำนักงานเขตพระโขนง,,Phra Khanong,13.692,100.626,High,"Explicit ""สำนักงานเขตพระโขนง"" (Phra Khanong District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.PKN.02,rain,สถานีสูบน้ำ คลองเจ็ก,,Phra Khanong,13.692,100.626,High,"District identified from rain-network station name 'สำนักงานเขตพระโขนง' sharing prefix PKN; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.PKN.03,rain,สถานีสูบน้ำ บางอ้อ,,Phra Khanong,13.692,100.626,High,"District identified from rain-network station name 'สำนักงานเขตพระโขนง' sharing prefix PKN; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.PKN.04,rain,สถานีสูบน้ำ บางจาก,,Phra Khanong,13.692,100.626,High,"District identified from rain-network station name 'สำนักงานเขตพระโขนง' sharing prefix PKN; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.PNK.01,rain,สำนักงานเขตพระนคร,,Phra Nakhon,13.75642,100.49925,High,"Explicit ""สำนักงานเขตพระนคร"" (Phra Nakhon District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.PNK.02,rain,สถานีสูบน้ำ เทเวศร์,,Phra Nakhon,13.75642,100.49925,High,"District identified from rain-network station name 'สำนักงานเขตพระนคร' sharing prefix PNK; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.PNK.03,rain,ปากคลองตลาด,,Phra Nakhon,13.75642,100.49925,High,"District identified from rain-network station name 'สำนักงานเขตพระนคร' sharing prefix PNK; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.PPS.01,rain,สำนักงานเขตป้อมปราบศัตรูพ่าย,,Pom Prap Sattru Phai,13.7512,100.5114,High,"Explicit ""สำนักงานเขตป้อมปราบศัตรูพ่าย"" (Pom Prap Sattru Phai District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.PSC.01,rain,สำนักงานเขตภาษีเจริญ,,Phasi Charoen,13.72671,100.44557,High,"Explicit ""สำนักงานเขตภาษีเจริญ"" (Phasi Charoen District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.PSC.03,rain,จุดวัดคลองบางเชือกหนัง ตอนถนนพุทธมณฑลสาย 1,,Phasi Charoen,13.72671,100.44557,High,"District identified from rain-network station name 'สำนักงานเขตภาษีเจริญ' sharing prefix PSC; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.PSC.04,rain,สถานีสูบน้ำ คลองภาษีเจริญ,,Phasi Charoen,13.72671,100.44557,High,"District identified from rain-network station name 'สำนักงานเขตภาษีเจริญ' sharing prefix PSC; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.PSC.05,rain,จุดวัดคลองบางเชือกหนัง ตอนวัดปากน้ำฝั่งใต้,,Phasi Charoen,13.72671,100.44557,High,"District identified from rain-network station name 'สำนักงานเขตภาษีเจริญ' sharing prefix PSC; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.PTW.01,rain,สำนักงานเขตปทุมวัน,,Pathum Wan,13.7405,100.53175,High,"Explicit ""สำนักงานเขตปทุมวัน"" (Pathum Wan District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.PTW.02,rain,สถานีสูบน้ำ คลองอรชร,,Pathum Wan,13.7405,100.53175,High,"District identified from rain-network station name 'สำนักงานเขตปทุมวัน' sharing prefix PTW; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.PWT.01,rain,สำนักงานเขตประเวศ,,Prawet,13.69533,100.66967,High,"Explicit ""สำนักงานเขตประเวศ"" (Prawet District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.PWT.02,rain,ประตูระบายน้ำ คลองประเวศบุรีรมย์ ตอนวัดกระทุ่มเสือปลา,,Prawet,13.69533,100.66967,High,"District identified from rain-network station name 'สำนักงานเขตประเวศ' sharing prefix PWT; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.PWT.03,rain,จุดวัดบึงหนองบอน,,Prawet,13.69533,100.66967,High,"District identified from rain-network station name 'สำนักงานเขตประเวศ' sharing prefix PWT; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.PYT.01,rain,สำนักงานเขตพญาไท,,Phaya Thai,13.782,100.545,High,"Explicit ""สำนักงานเขตพญาไท"" (Phaya Thai District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.PYT.02,rain,จุดวัดคลองสามเสน ตอนถนนพระรามที่ 6,,Phaya Thai,13.782,100.545,High,"District identified from rain-network station name 'สำนักงานเขตพญาไท' sharing prefix PYT; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.RBN.01,rain,สำนักงานเขตราษฎร์บูรณะ,,Rat Burana,13.6725,100.5005,High,"Explicit ""สำนักงานเขตราษฎร์บูรณะ"" (Rat Burana District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.RBN.02,rain,สถานีสูบน้ำ คลองแจงร้อน,,Rat Burana,13.6725,100.5005,High,"District identified from rain-network station name 'สำนักงานเขตราษฎร์บูรณะ' sharing prefix RBN; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.RTW.01,rain,สำนักงานเขตราชเทวี,,Ratchathewi,13.756,100.53875,High,"Explicit ""สำนักงานเขตราชเทวี"" (Ratchathewi District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.RTW.02,rain,จุดวัดคลองสามเสน ตอน รพ.พระมงกุฎเกล้า,,Ratchathewi,13.756,100.53875,High,"District identified from rain-network station name 'สำนักงานเขตราชเทวี' sharing prefix RTW; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.RTW.03,rain,อาคารรับน้ำบึงมักกะสัน,,Ratchathewi,13.756,100.53875,High,"District identified from rain-network station name 'สำนักงานเขตราชเทวี' sharing prefix RTW; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.SLG.01,rain,สำนักงานเขตสวนหลวง,,Suan Luang,13.726,100.628,High,"Explicit ""สำนักงานเขตสวนหลวง"" (Suan Luang District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.SLG.02,rain,จุดวัดคลองประเวศบุรีรมย์ ตอนวัดขจรศิริ,,Suan Luang,13.726,100.628,High,"District identified from rain-network station name 'สำนักงานเขตสวนหลวง' sharing prefix SLG; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.SMI.01,rain,สำนักงานเขตสายไหม,,Sai Mai,13.905,100.652,High,"Explicit ""สำนักงานเขตสายไหม"" (Sai Mai District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.SMI.02,rain,ประตูระบายน้ำ คลองสองสายใต้,,Sai Mai,13.905,100.652,High,"District identified from rain-network station name 'สำนักงานเขตสายไหม' sharing prefix SMI; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.SMI.03,rain,ประตูระบายน้ำ คลองพระยาสุเรนทร์,,Sai Mai,13.905,100.652,High,"District identified from rain-network station name 'สำนักงานเขตสายไหม' sharing prefix SMI; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.SMI.04,rain,จุดวัดซอยแอนเน็กซ์,,Sai Mai,13.905,100.652,High,"District identified from rain-network station name 'สำนักงานเขตสายไหม' sharing prefix SMI; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.SPK.01,rain,สถานีสูบน้ำ คลองสำโรง,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
RF.SPS.01,rain,สำนักงานเขตสะพานสูง,,Saphan Sung,13.761,100.688,High,"Explicit ""สำนักงานเขตสะพานสูง"" (Saphan Sung District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.SPS.02,rain,ประตูระบายน้ำ คลองแสนแสบ ตอนบางชัน,,Saphan Sung,13.761,100.688,High,"District identified from rain-network station name 'สำนักงานเขตสะพานสูง' sharing prefix SPS; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.SPW.01,rain,บ่อสูบน้ำ ท่าน้ำสวัสดี,,Samphanthawong,13.738,100.50933,Medium,"Yaowarat / Charoen Krung stations = Samphanthawong (Chinatown); coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.STN.01,rain,สำนักงานเขตสาทร,,Sathon,13.714,100.529,High,"Explicit ""สำนักงานเขตสาทร"" (Sathon District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.STN.02,rain,สถานีสูบน้ำ คลองสาทร,,Sathon,13.714,100.529,High,"District identified from rain-network station name 'สำนักงานเขตสาทร' sharing prefix STN; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
